genes,logFC,logCPM,LR,PValue,FDR,AGI,At_symbol,At_short_description,perc_ID
BraA09g052050.3C,-0.9921356319608714,2.5871453838814262,15.319965040805883,9.075229486541125e-5,0.0021637139733837307,AT3G62750,BGLU8,NA,82.188
BraA05g028070.3C,-2.5602418193043337,0.3856726876593914,15.304693594319858,9.148891019490645e-5,0.0021794825251036597,AT2G44220,NA,Protein of Unknown Function (DUF239),75.31
BraA03g007440.3C,-1.3485234236667454,2.4644935199163562,15.294061841410667,9.200528017041521e-5,0.0021899827082798584,AT5G16370,AAE5,acyl activating enzyme 5,85.439
BraA03g061240.3C,-0.8963182749021081,4.265189517983906,15.285905625704814,9.240340367584627e-5,0.0021976533642708656,AT4G39940,AKN2,APS-kinase 2,85.311
BraA08g024650.3C,0.3800865079514986,5.396989216173818,15.274820317926668,9.294728351675035e-5,0.00220877515087221,AT1G27910,ATPUB45,plant U-box 45,86.517
BraA09g024950.3C,-1.55662271678548,0.43542092724720605,15.271462068512463,9.3112684625988e-5,0.002210892006758705,AT4G05200,CRK25,cysteine-rich RLK (RECEPTOR-like protein kinase) 25,82.821
BraA05g003860.3C,-0.6252314576907922,5.625740077831281,15.26947019577915,9.321092860355032e-5,0.0022114121046581865,AT2G43820,ATSAGT1,UDP-glucosyltransferase 74F2,87.991
BraA06g017590.3C,-1.2470705863636602,3.6562096139155167,15.253899379620151,9.398252237632408e-5,0.002227893378230242,AT3G49570,LSU3,NA,90.476
BraA05g006080.3C,-1.8388646322285331,3.0118383460447737,15.24503815296174,9.442449654908791e-5,0.0022365403238217324,AT2G40000,ATHSPRO2,NA,75.404
BraA05g004260.3C,-1.0547187093297445,4.2866234378419925,15.243070196645846,9.45229364103606e-5,0.0022370428283785345,AT2G44370,NA,Cysteine/Histidine-rich C1 domain family protein,82.407
BraA09g062130.3C,-0.3870137008840834,4.926461764906401,15.237412463881128,9.480651953499093e-5,0.0022419226595017283,AT1G09940,HEMA2,Glutamyl-tRNA reductase family protein,80.387
BraA01g002300.3C,-1.361615372150526,2.0422490327259117,15.234493535660107,9.495315990779414e-5,0.0022435588386696416,AT2G18180,NA,Sec14p-like phosphatidylinositol transfer family protein,83.875
BraA04g017490.3C,-2.1894439706370683,0.48159016638849894,15.223622318362771,9.550131622539668e-5,0.002254498855771881,AT1G10340,NA,Ankyrin repeat family protein,79.389
BraA05g031150.3C,-0.43228880714471635,8.172455457029171,15.222228546589136,9.55718239052703e-5,0.002254498855771881,AT3G15950,NAI2,DNA topoisomerase-related,84.512
BraA03g056040.3C,-0.9037106676250912,2.33724989658874,15.206354182144509,9.63785766651201e-5,0.0022716799095485758,AT4G30640,NA,NA,72.678
BraA01g041420.3C,-0.9675859212192223,3.142383178993295,15.201760365104661,9.661331554761594e-5,0.0022753614022628767,AT3G07620,NA,NA,86.873
BraA08g013220.3C,-2.5050758712040113,-0.5339436519176256,15.200094598280572,9.669857642203127e-5,0.0022755193840726254,AT4G18980,AtS40-3,NA,78.55
BraA07g003190.3C,-0.5374583331464089,5.46320511810071,15.197875118395388,9.681229630035413e-5,0.002276346265607677,AT2G17760,NA,Eukaryotic aspartyl protease family protein,87.946
BraA09g035530.3C,-0.5338613084367813,4.643100843133991,15.192521202523338,9.708717001822247e-5,0.002280957940866073,AT1G29340,ATPUB17,plant U-box 17,76.803
BraA09g046590.3C,-3.526308484904862,0.1702552128494917,15.181666835500451,9.764685322134935e-5,0.002292248009818515,AT3G55840,NA,NA,81.938
BraA02g038840.3C,-0.8301723478418174,3.034004040220511,15.13165242695149,1.0026798943386896e-4,0.002351872969975964,AT3G29575,AFP3,ABI five binding protein 3,77.704
BraA10g031440.3C,-0.4068600113329286,5.601665542488723,15.124634639636113,1.0064139696768652e-4,0.0023587216726213135,AT5G04930,ALA1,aminophospholipid ATPase 1,88.471
BraA10g033680.3C,0.704661956601863,4.899701220379377,15.102862214419702,1.0180880980302223e-4,0.0023841532759692387,AT5G01220,SQD2,sulfoquinovosyldiacylglycerol 2,88.907
BraA05g039820.3C,-3.8412214083985807,-0.745319227614112,15.101135609308145,1.0190196959061876e-4,0.002384407314298097,AT3G05410,NA,Photosystem II reaction center PsbP family protein,85.137
BraA10g012580.3C,-0.8307622462862124,4.233629079865833,15.083843084499222,1.0283974137883015e-4,0.002404408093835312,AT5G54490,PBP1,pinoid-binding protein 1,85.484
BraA09g053440.3C,-4.102076451086448,-0.07217749396217801,15.076825806933456,1.0322276051472092e-4,0.0024114168762826094,AT2G24850,TAT,tyrosine aminotransferase 3,84.153
BraA01g014390.3C,-2.3522863516726313,0.8868928812493101,15.039353362811255,1.052925292429648e-4,0.0024577872579453703,AT4G23700,ATCHX17,NA,85.691
BraA03g027290.3C,-0.7087132077930312,5.563053534977155,15.036764703630041,1.054370452838387e-4,0.0024591790078761994,AT4G10500,DLO1,NA,86.457
BraA07g028720.3C,-2.0815641082797534,0.28648711384152126,15.026997582953527,1.0598411028451325e-4,0.002469949884731922,AT1G73480,MAGL4,alpha/beta-Hydrolases superfamily protein,87.571
BraA03g028190.3C,-2.443821647050152,0.2848317251893068,15.017574291943475,1.0651462468050375e-4,0.0024803180448109588,AT4G04570,CRK40,cysteine-rich RLK (RECEPTOR-like protein kinase) 40,76.342
BraA05g002650.3C,0.4971316905195205,5.851081289636901,15.005011638319857,1.0722603861764533e-4,0.002494878623836104,AT2G42040,NA,NA,80.964
BraAnng006440.3C,-1.1213561504801153,3.0265387980884704,14.978140784334613,1.0876381157885253e-4,0.00252862768364061,AT1G49050,APCB1,Eukaryotic aspartyl protease family protein,79.128
BraA06g043040.3C,-0.8699619990377825,3.3923261098482334,14.976169080786576,1.0887751909474013e-4,0.0025292413577677883,AT5G44480,DUR,NAD(P)-binding Rossmann-fold superfamily protein,90.763
BraA02g031620.3C,-1.7769519218833758,0.1437472620936427,14.961841892911096,1.0970736484032828e-4,0.002546476718505312,NA,NA,NA,NA
BraA04g022210.3C,0.5462433825756764,3.835812830671442,14.954597987912223,1.1012935948275638e-4,0.0025538467317845082,AT2G30990,NA,Protein of unknown function (DUF688),79.259
BraA02g039240.3C,-0.4455271548003196,8.35777464648462,14.952643828181436,1.102434788722143e-4,0.0025538467317845082,AT3G30775,AT-POX,Methylenetetrahydrofolate reductase family protein,87.201
BraA08g004440.3C,-0.3999568844830645,4.409915486225423,14.95185869401412,1.1028936279558202e-4,0.0025538467317845082,AT1G48370,YSL8,YELLOW STRIPE like 8,89.057
BraA05g023170.3C,-0.841587068673616,3.6009670521757586,14.948941069472767,1.1046003980453434e-4,0.0025557559369470853,AT1G32470,NA,Single hybrid motif superfamily protein,92.415
BraA02g045370.3C,0.7381384747765102,3.653395148611808,14.94018640050355,1.1097377319011311e-4,0.0025647802512627914,AT5G65925,NA,NA,76.812
BraA01g042330.3C,-0.9868720730065846,2.34704659248239,14.939279159313784,1.1102714840802059e-4,0.0025647802512627914,AT3G05840,ATSK12,Protein kinase superfamily protein,81.673
BraA03g053470.3C,-0.4335955090886793,6.436186582829815,14.931945661361155,1.1145954571036124e-4,0.00257271722720139,AT4G27070,TSB2,NA,87.561
BraA06g013140.3C,-0.5034412919546163,5.892637069377802,14.925882875462804,1.1181829895087258e-4,0.002578943060516622,AT1G17340,SAC5,Phosphoinositide phosphatase family protein,79.373
BraA07g006020.3C,-0.7387944015736466,4.450411755558851,14.923068184474829,1.1198524748357838e-4,0.0025807387821036583,AT2G14660,NA,NA,84.681
BraA03g020160.3C,-0.8080243828821132,2.845917300320711,14.915922506778685,1.1241020883760798e-4,0.0025884729170173515,AT2G38490,CIPK22,CBL-interacting protein kinase 22,83.333
BraA03g016420.3C,-0.47433508469173286,8.75338205500325,14.907690658034838,1.1290177843136442e-4,0.0025977273372516,AT2G30860,ATGSTF7,glutathione S-transferase PHI 9,91.512
BraA02g020240.3C,-0.610451362529369,3.8966992577830672,14.902050028853537,1.1323986055508236e-4,0.002603438317904465,AT1G71100,RSW10,"Ribose 5-phosphate isomerase, type A protein",80.597
BraA09g015110.3C,-0.7454623849340135,3.8312908763792226,14.86584647722026,1.1543418416869628e-4,0.0026517822735914304,AT1G63670,TRM12,Protein of unknown function (DUF3741),80.607
BraA05g042320.3C,-0.9429452897152326,1.9360700640073365,14.856529894904185,1.1600576066702202e-4,0.002662801010302927,AT3G04060,anac046,NAC domain containing protein 46,85.714
BraA06g012460.3C,-2.7952953223990153,-0.6716935432288096,14.827229768626879,1.1782197168674731e-4,0.0027023490703259666,NA,NA,NA,NA
BraA03g033550.3C,-2.2201101910429553,0.432382039824379,14.824261718097631,1.1800753979683806e-4,0.0027044639342047507,AT3G07970,QRT2,NA,84.505
BraA02g024490.3C,0.5798422199769722,5.215262526787968,14.788538012060428,1.2026426972741697e-4,0.0027540042414733712,AT1G78050,PGM,phosphoglycerate/bisphosphoglycerate mutase,84.973
BraA03g040710.3C,-0.6847374413861816,4.188572251033059,14.77582139931998,1.2107804328721554e-4,0.002769380887379118,AT1G67520,NA,lectin protein kinase family protein,78.967
BraA08g022990.3C,-0.4822807178108199,5.7780169444612355,14.775059838778532,1.2112695333848876e-4,0.002769380887379118,AT4G38550,NA,NA,79.082
BraA09g022170.3C,-2.521302589753618,-0.2412557952689779,14.766273775112936,1.2169266511308562e-4,0.0027801207594604607,AT5G46450,NA,Disease resistance protein (TIR-NBS-LRR class) family,78.475
BraA02g023530.3C,-0.9220511645306847,2.246785267811944,14.740657829280522,1.2335723660795948e-4,0.002815927840866328,AT1G76520,PILS3,Auxin efflux carrier family protein,87.298
BraA03g052000.3C,0.55495353320874,9.899705484513392,14.737639290805944,1.2355489041650095e-4,0.0028182189492796847,AT4G24620,PGI,phosphoglucose isomerase 1,86.688
BraA04g027180.3C,-0.5225414899138073,5.585785411048075,14.7361385105294,1.23653280090441e-4,0.0028182440736899254,AT2G38370,NA,Plant protein of unknown function (DUF827),74.321
BraA09g021600.3C,-0.6332416441527037,2.822380323283334,14.723428173671806,1.2448972621756997e-4,0.0028350773498982446,AT5G46080,NA,Protein kinase superfamily protein,80.08
BraA03g006630.3C,-0.7304255861321419,4.283093153923407,14.71135429179985,1.2528956310421506e-4,0.0028510511107642587,AT5G15120,PCO1,Protein of unknown function (DUF1637),84.181
BraA06g016580.3C,-1.5975043367799886,3.0448172400621787,14.705704752210892,1.256655927241287e-4,0.0028573633359753213,AT1G21100,IGMT1,O-methyltransferase family protein,87.255
BraA02g006430.3C,-1.7949668017545453,1.2435480659272633,14.699408741644163,1.2608598977000221e-4,0.0028646736875744504,AT5G16340,NA,AMP-dependent synthetase and ligase family protein,83.794
BraA04g001100.3C,-2.4438707007853737,-0.21845647307554816,14.688529720503197,1.2681574306072697e-4,0.0028789956465385103,AT3G61640,AGP20,NA,85.782
BraA09g025690.3C,-0.7468397887280664,5.975405333629081,14.677595354514594,1.2755349345648336e-4,0.002893476584532036,AT4G04610,APR,NA,85.942
BraA07g036140.3C,-0.7247292537431905,4.945072706050675,14.668611045823212,1.2816290445653237e-4,0.0029024912445668703,AT1G71697,ATCK1,choline kinase 1,87.367
BraA01g006130.3C,-1.5772081527864574,0.9450463871517221,14.66827150399115,1.281859931745062e-4,0.0029024912445668703,AT4G31800,ATWRKY18,WRKY DNA-binding protein 18,83.804
BraA10g002230.3C,-1.0013924311589337,3.3863738006996145,14.66609652519601,1.283339902746726e-4,0.0029024912445668703,AT1G03700,CASPL1C2,Uncharacterised protein family (UPF0497),83.144
BraA09g061400.3C,-0.9113744511016517,2.858538096612625,14.665836816592446,1.283516737189368e-4,0.0029024912445668703,AT1G11260,ATSTP1,sugar transporter 1,90.121
BraA01g016530.3C,-1.2411424753701663,2.010017370850055,14.657600037018014,1.2891378683813472e-4,0.00291286457580527,AT4G25810,XTH23,NA,90.151
BraA08g012590.3C,-2.036267568722016,0.2779291045580565,14.656171852210136,1.2901150409963275e-4,0.00291286457580527,AT4G17785,MYB39,myb domain protein 39,83.877
BraA07g043180.3C,-0.5505621545756793,3.3894327639219677,14.653409690387491,1.2920070449081857e-4,0.0029148095295427833,AT1G80110,ATPP2-B11,phloem protein 2-B11,83.526
BraA02g033740.3C,-1.9224251518914588,1.9486270287945835,14.65184756933931,1.2930782906576745e-4,0.0029148095295427833,AT5G47220,ATERF-2,ethylene responsive element binding factor 2,73.315
BraA03g014840.3C,-1.6386290394480914,1.6531406730469456,14.65051166135595,1.2939951170229286e-4,0.0029148095295427833,AT5G52670,NA,Copper transport protein family,84.641
BraA09g040670.3C,-0.5364899717597873,4.774821953836216,14.646596565798063,1.2966857968495457e-4,0.00291860094507674,AT1G22280,PAPP2C,phytochrome-associated protein phosphatase type 2C,87.153
BraA08g015280.3C,1.7061900755067818,0.34939539947264636,14.64176586538629,1.3000134970857205e-4,0.0029201894558492777,AT4G23260,CRK18,cysteine-rich RLK (RECEPTOR-like protein kinase) 18,74.029
BraA06g019450.3C,-2.6860276140885233,1.8357437167061552,14.641433388706218,1.3002428445960695e-4,0.0029201894558492777,AT1G15690,AtAVP1,Inorganic H pyrophosphatase family protein,82.972
BraA06g039340.3C,-0.7015261215144967,3.013944021680919,14.641182746370134,1.3004157684498647e-4,0.0029201894558492777,AT2G03340,WRKY3,NA,78.907
BraA07g028550.3C,-1.6769171030736416,1.1024595908682235,14.637914526170718,1.302672708340955e-4,0.0029229917130302705,AT1G73805,SARD1,Calmodulin binding protein-like,82.283
BraA04g005840.3C,-0.653608180368763,3.4694003913878486,14.628958497302847,1.308877717689108e-4,0.002934641619660842,AT3G53930,NA,Protein kinase superfamily protein,87.121
BraA07g042370.3C,-0.6059407806399993,4.389879178770263,14.608263874586385,1.323329641572311e-4,0.00296474965638567,AT1G79410,AtOCT5,organic cation/carnitine transporter5,80.71
BraA07g005240.3C,0.5811435575372493,9.80792788623925,14.606596992023796,1.3245006633030227e-4,0.0029650800011253448,AT2G15620,ATHNIR,nitrite reductase 1,87.868
BraA04g001190.3C,-0.30357741996011656,7.7256957228724765,14.604138777194677,1.3262295173941538e-4,0.0029666576571331154,AT3G61440,ARATH;BSAS3;1,cysteine synthase C1,90.515
BraA07g043050.3C,-1.0449668598832833,3.453270698267924,14.59422868524554,1.3332223238275118e-4,0.00297999878677742,AT1G80380,GLYK,P-loop containing nucleoside triphosphate hydrolases superfamily protein,82.985
BraA01g022740.3C,-1.242837708550429,1.8613298455292755,14.586425589279543,1.3387544940386036e-4,0.002990057068875117,AT3G50910,NA,NA,75
BraA02g008610.3C,0.8682158559798108,5.009075238422133,14.552987793233584,1.3627238585682972e-4,0.003040331125903145,AT5G19970,NA,NA,85.348
BraA02g038000.3C,0.5580644412659997,3.15215162368347,14.55210421065702,1.363363067021605e-4,0.003040331125903145,AT3G28050,UMAMIT41,NA,88.634
BraA07g014780.3C,-1.004609771548874,2.7653637099737685,14.548320216769184,1.3661039308876348e-4,0.003042033963619516,AT1G22280,PAPP2C,phytochrome-associated protein phosphatase type 2C,87.774
BraA05g037190.3C,-0.5591851195955228,4.958526073310334,14.548150577824842,1.3662269354698255e-4,0.003042033963619516,AT3G09190,NA,Concanavalin A-like lectin family protein,81.241
BraA02g008050.3C,-0.5878814284332767,3.7132639465151596,14.540466433121523,1.3718103889954935e-4,0.0030508894209542994,AT5G19250,NA,Glycoprotein membrane precursor GPI-anchored,78.783
BraA02g043800.3C,-0.7557264996713867,4.079092162191818,14.539779766781777,1.3723104513613132e-4,0.0030508894209542994,AT5G62670,AHA11,H(+)-ATPase 11,89.969
BraA07g040340.3C,1.4396838398160472,1.3880980096592972,14.526678107086468,1.3818869257569552e-4,0.0030698236553165247,AT1G76800,AtVTL2,Vacuolar iron transporter (VIT) family protein,87.125
BraA10g022900.3C,-0.5222919917157008,5.660412888503485,14.513788037174223,1.3913744054910708e-4,0.0030885313240050067,AT5G16910,ATCSLD2,cellulose-synthase like D2,82.927
BraA03g009470.3C,0.7524793655934595,4.8537277032424,14.490971308670481,1.4083292880351072e-4,0.00312377356935689,AT5G20150,ATSPX1,SPX  domain gene 1,78.535
BraA07g001810.3C,1.2963242464125788,3.3157628144084264,14.476879539400656,1.418904499021631e-4,0.0031442658346698036,AT2G18915,ADO2,LOV KELCH protein 2,82.464
BraA10g011470.3C,-1.4079157203113108,0.8234198884377403,14.475772150864586,1.4197389228625047e-4,0.0031442658346698036,AT5G53110,NA,RING/U-box superfamily protein,79.718
BraA02g044070.3C,-0.33185626091959464,5.5667198981447745,14.45670488833899,1.4341839617526035e-4,0.0031738304815927747,AT5G63490,NA,CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein,88.9
BraA03g001950.3C,-0.7577474074098792,3.377892744503545,14.444415599844803,1.4435724564060927e-4,0.003192168466959671,AT5G05110,NA,Cystatin/monellin family protein,85.757
BraA05g029060.3C,-0.37763785342713607,5.026042330698736,14.43057018367729,1.454223923759482e-4,0.003213269155107908,AT3G18290,BTS,NA,89.354
BraA02g045830.3C,-0.9197794070374574,3.181750020887022,14.428525601921308,1.455803540376658e-4,0.003214307694941389,AT5G65980,PILS7,Auxin efflux carrier family protein,90.993
BraA03g055590.3C,-0.35671370222620286,6.686093276129521,14.427001869038989,1.4569818795572776e-4,0.003214459336406338,AT4G30210,AR2,P450 reductase 2,88.562
BraA07g010670.3C,-3.1383458966264213,-0.6296515013917788,14.42308589699006,1.4600146020882644e-4,0.0032186988579370503,AT1G30190,NA,NA,74.737
BraA03g009330.3C,-0.5412516365702459,4.605673036824381,14.418673585064965,1.463439331384703e-4,0.003223795479205481,AT5G19980,GFT1,golgi nucleotide sugar transporter 4,80.365
BraA06g044730.3C,0.9631473071785724,1.6579903364146813,14.414507389621036,1.4666804555333706e-4,0.0032284802002956444,AT4G38810,NA,Calcium-binding EF-hand family protein,89.035
BraA08g008900.3C,-0.9598097753476984,2.211438165508231,14.402679821995719,1.4759212453422667e-4,0.0032450334333980566,AT1G32170,XTH30,xyloglucan endotransglucosylase/hydrolase 30,83.164
BraA09g061280.3C,0.9675249228929037,6.075661077446217,14.402016887391042,1.4764409228178123e-4,0.0032450334333980566,AT1G61800,ATGPT2,glucose-6-phosphate/phosphate translocator 2,79.131
BraA09g054870.3C,-0.4924702819424394,4.4413496331323055,14.389117636142558,1.4865894572979686e-4,0.003264764772062669,AT2G22430,ATHB6,homeobox protein 6,85.127
BraA07g009090.3C,0.856911432871875,3.7493480284502247,14.38774636600371,1.4876724313458723e-4,0.003264764772062669,AT3G24230,NA,NA,80.337
BraA03g049900.3C,-0.6728270919885964,7.4535827804261805,14.38027750806559,1.4935849977668351e-4,0.0032752589110756763,AT4G21990,APR3,APS reductase 3,85.106
BraA10g025260.3C,-1.256258949910627,3.3216203820701993,14.369865431379438,1.5018670101452834e-4,0.003290929164136806,AT5G13580,ABCG6,ABC-2 type transporter family protein,84.304
BraA07g012860.3C,-0.3969873433004188,5.8333108883848945,14.348340871272683,1.51913506737408e-4,0.0033262512949124978,AT1G25550,HHO3,myb-like transcription factor family protein,70.906
BraA03g055230.3C,-1.3189610381819536,1.7515960764889973,14.342573006927893,1.5237962024593893e-4,0.003333937189791812,AT2G25150,NA,HXXXD-type acyl-transferase family protein,82.004
